Transmission_BW (bps),Transmission_BW (kbps),ImgHeight,ImgWidth,Datasize,Tx_true,Datasize (bits),Tx_calc,Link_Utilization
768000,768,387,462,339513,4.815494559,2716104,3.53659375,0.734419634
768000,768,351,309,135021,2.293679497,1080168,1.40646875,0.613193235
768000,768,366,770,721296,8.58522388,5770368,7.5135,0.875166461
768000,768,480,640,821168,10.33053188,6569344,8.553833333,0.828014804
768000,768,480,640,766240,9.099762417,6129920,7.981666667,0.877129127
768000,768,480,640,633322,7.68113351,5066576,6.597104167,0.858871175
768000,768,960,1280,2188564,24.62299907,17508512,22.79754167,0.925863726
768000,768,960,1280,2559360,28.65104881,20474880,26.66,0.930506949
768000,768,960,1280,2533995,28.38957083,20271960,26.39578125,0.929770352
768000,768,960,1280,2706112,30.33053421,21648896,28.18866667,0.929382466
768000,768,960,1280,2519906,28.2486697,20159248,26.24902083,0.929212636
768000,768,960,1280,3442989,38.28397466,27543912,35.86446875,0.936801078
768000,768,960,1280,3118173,34.81107664,24945384,32.48096875,0.933064182
768000,768,877,1240,2470642,27.75014901,19765136,25.73585417,0.927413188
1000000,1000,576,768,1046140,9.410985511,8369120,8.36912,0.889292624
1000000,1000,576,768,1046484,9.299700923,8371872,8.371872,0.900230241
1000000,1000,576,768,1052068,9.374455515,8416544,8.416544,0.897816837
1000000,1000,800,1200,2485823,21.39799943,19886584,19.886584,0.929366508
1000000,1000,619,1100,1629932,14.23145984,13039456,13.039456,0.916241633
1000000,1000,400,620,558718,5.250251333,4469744,4.469744,0.851339053
1000000,1000,533,800,861161,7.732951198,6889288,6.889288,0.89090023
1000000,1000,898,1600,1517519,13.29159767,12140152,12.140152,0.913370409
1000000,1000,1600,1200,2331418,20.10348512,18651344,18.651344,0.927766698
1000000,1000,1500,1295,1710539,14.88519246,13684312,13.684312,0.91932382
1000000,1000,1530,1530,2884168,24.70973533,23073344,23.073344,0.933775441
1000000,1000,1530,1530,2249694,19.38947109,17997552,17.997552,0.928212632
1000000,1000,1073,1600,1688157,14.72016919,13505256,13.505256,0.917466085
1000000,1000,1600,1600,1245145,10.99768311,9961160,9.96116,0.905750775
1000000,1000,1298,1600,2782693,23.84908382,22261544,22.261544,0.933433928
1000000,1000,1595,1600,1554899,13.61761904,12439192,12.439192,0.913463063
1000000,1000,1200,1600,2033663,17.61862568,16269304,16.269304,0.923415044
1000000,1000,1200,1600,2165827,18.71741459,17326616,17.326616,0.925694941
1000000,1000,903,1600,1593233,13.91373109,12745864,12.745864,0.916063701
1000000,1000,1200,1600,1956028,16.95288808,15648224,15.648224,0.923041781
1000000,1000,1068,1600,1828266,15.87513843,14626128,14.626128,0.921322864
1000000,1000,1065,1600,2746640,23.53230223,21973120,21.97312,0.933742895
1000000,1000,1600,1200,3214460,27.50985615,25715680,25.71568,0.934780606
1000000,1000,1200,1600,1847500,16.02717646,14780000,14.78,0.922183645
1000000,1000,1095,1600,2296687,19.82052061,18373496,18.373496,0.926993612
1000000,1000,1600,1550,2974053,25.47902958,23792424,23.792424,0.933804167
1000000,1000,1600,1070,2053451,17.75423436,16427608,16.427608,0.925278312
1000000,1000,1143,1600,1993508,17.28805339,15948064,15.948064,0.922490441
1000000,1000,1200,1600,1926564,16.73832115,15412512,15.412512,0.920791988
1000000,1000,1200,1600,2821410,24.20840422,22571280,22.57128,0.932373724
1000000,1000,1050,1600,2215286,19.19860154,17722288,17.722288,0.923103069
1000000,1000,1180,1600,1885600,16.43471088,15084800,15.0848,0.917862207
1000000,1000,1600,1280,2582799,22.24595772,20662392,20.662392,0.928815574
1000000,1000,1600,1068,2111250,18.21130446,16890000,16.89,0.927445919
1000000,1000,938,1250,1162591,10.31055527,9300728,9.300728,0.902058886
1000000,1000,1600,1070,1426464,12.52347274,11411712,11.411712,0.911225843
1000000,1000,938,1250,1352544,11.91071833,10820352,10.820352,0.908455032
1000000,1000,1065,1600,1469480,12.88569595,11755840,11.75584,0.912317041
1000000,1000,1210,1600,2071394,17.87604445,16571152,16.571152,0.927003289
1000000,1000,938,1250,1282401,11.31875792,10259208,10.259208,0.906389912
1000000,1000,1600,1065,2676486,22.98598695,21411888,21.411888,0.931519192
1000000,1000,1200,1600,2402644,20.66656305,19221152,19.221152,0.930060405
1000000,1000,1200,1600,2092639,18.07394731,16741112,16.741112,0.926256546
1000000,1000,1200,1600,1766842,15.42886005,14134736,14.134736,0.916123158
1000000,1000,465,1600,1092545,9.70671831,8740360,8.74036,0.900444385
1000000,1000,1250,1228,1653536,14.50587835,13228288,13.228288,0.911926026
1000000,1000,1250,938,1413641,12.40438113,11309128,11.309128,0.911704331
1000000,1000,898,1600,1901959,16.51234784,15215672,15.215672,0.921472352
1000000,1000,1600,1068,1915446,16.57933297,15323568,15.323568,0.924257208
1000000,1000,1600,1068,2144622,18.57765546,17156976,17.156976,0.923527516
1000000,1000,1020,1600,2503272,21.54972195,20026176,20.026176,0.9293009
1000000,1000,808,1600,2414769,20.83804601,19318152,19.318152,0.927061587
1000000,1000,1600,1200,2127391,18.39070749,17019128,17.019128,0.925419971
1000000,1000,1600,1390,2388074,20.60254994,19104592,19.104592,0.927292595
1000000,1000,1068,1600,1378276,12.08157801,11026208,11.026208,0.912646344
1000000,1000,1600,1200,3020157,25.86342517,24161256,24.161256,0.934186243
1000000,1000,480,640,465161,4.48865519,3721288,3.721288,0.829042963
1000000,1000,480,640,441589,4.390996939,3532712,3.532712,0.804535291
1000000,1000,383,640,383725,3.783160644,3069800,3.0698,0.811437919
1000000,1000,333,500,374013,3.716685487,2992104,2.992104,0.805046327
1000000,1000,279,640,370409,3.751847538,2963272,2.963272,0.789816742
1000000,1000,420,640,415601,4.065739935,3324808,3.324808,0.817762093
1000000,1000,375,500,349774,3.481428815,2798192,2.798192,0.803748159
1000000,1000,375,500,221663,2.500634995,1773304,1.773304,0.709141479
1000000,1000,375,500,299013,3.113071846,2392104,2.392104,0.768406294
1000000,1000,375,500,310825,3.200750228,2486600,2.4866,0.776880363
1000000,1000,429,640,238233,2.56955062,1905864,1.905864,0.741711016
1000000,1000,639,960,991079,8.958296414,7928632,7.928632,0.885060243
1000000,1000,642,960,872558,7.886249899,6980464,6.980464,0.885143647
1000000,1000,726,960,796277,7.258078745,6370216,6.370216,0.877672484
1000000,1000,720,960,1151338,10.2824812,9210704,9.210704,0.895766675
1000000,1000,720,960,1111809,9.873805616,8894472,8.894472,0.900814979
1000000,1000,639,960,1202040,10.64838299,9616320,9.61632,0.903077961
1000000,1000,639,960,922497,8.328930487,7379976,7.379976,0.886065265
1000000,1000,845,960,840644,7.567230282,6725152,6.725152,0.88872041
1000000,1000,918,918,939716,8.434735953,7517728,7.517728,0.891281961
1000000,1000,720,960,826374,7.494946242,6610992,6.610992,0.882059962
1000000,1000,720,960,976410,8.764758755,7811280,7.81128,0.89121449
1000000,1000,960,719,1226595,10.93257387,9812760,9.81276,0.897570885
1000000,1000,642,960,804148,7.31947509,6433184,6.433184,0.878913299
1000000,1000,960,765,906843,8.173978732,7254744,7.254744,0.887541335
1000000,1000,960,960,955547,8.568003589,7644376,7.644376,0.892200373
1000000,1000,686,960,896736,8.163133756,7173888,7.173888,0.878815442
1000000,1000,548,822,1017275,9.099245864,8138200,8.1382,0.894381812
1000000,1000,576,720,689807,6.357963513,5518456,5.518456,0.867959684
1000000,1000,536,559,497496,4.804315904,3979968,3.979968,0.828415133
1000000,1000,387,462,339513,3.370354972,2716104,2.716104,0.805880693
1000000,1000,351,309,135021,1.705266091,1080168,1.080168,0.633430762
1000000,1000,366,770,721296,6.607948161,5770368,5.770368,0.87324656
1000000,1000,480,640,821168,7.623518846,6569344,6.569344,0.8617207
1000000,1000,480,640,766240,6.995967569,6129920,6.12992,0.876207607
1000000,1000,480,640,633322,5.925972032,5066576,5.066576,0.854978048
1000000,1000,960,1280,2188564,18.97759444,17508512,17.508512,0.922588585
1000000,1000,960,1280,2559360,22.03581979,20474880,20.47488,0.929163525
1000000,1000,960,1280,2533995,21.82884458,20271960,20.27196,0.928677646
1000000,1000,960,1280,2706112,23.25096643,21648896,21.648896,0.931096609
1000000,1000,960,1280,2519906,21.66292995,20159248,20.159248,0.930587323
1000000,1000,960,1280,3442989,29.47119098,27543912,27.543912,0.934604646
1000000,1000,960,1280,3118173,26.86931529,24945384,24.945384,0.928396713
1000000,1000,877,1240,2470642,21.24163849,19765136,19.765136,0.930490179
2000000,2000,576,768,1046140,5.208288596,8369120,4.18456,0.803442421
2000000,2000,576,768,1046484,5.18122564,8371872,4.185936,0.807904595
2000000,2000,576,768,1052068,5.201723199,8416544,4.208272,0.809014982
2000000,2000,800,1200,2485823,11.23889656,19886584,9.943292,0.884721373
2000000,2000,619,1100,1629932,7.558841204,13039456,6.519728,0.862530092
2000000,2000,400,620,558718,3.089722561,4469744,2.234872,0.723324491
2000000,2000,533,800,861161,4.393848579,6889288,3.444644,0.783969665
2000000,2000,898,1600,1517519,7.120649272,12140152,6.070076,0.852461028
2000000,2000,1600,1200,2331418,10.50753,18651344,9.325672,0.887522757
2000000,2000,1500,1295,1710539,7.931737322,13684312,6.842156,0.862630181
2000000,2000,1530,1530,2884168,12.85001207,23073344,11.536672,0.897794643
2000000,2000,1530,1530,2249694,10.16343689,17997552,8.998776,0.885406787
2000000,2000,1073,1600,1688157,7.781279636,13505256,6.752628,0.867804309
2000000,2000,1600,1600,1245145,5.949739259,9961160,4.98058,0.837108953
2000000,2000,1298,1600,2782693,12.52514398,22261544,11.130772,0.888674176
2000000,2000,1595,1600,1554899,7.213522048,12439192,6.219596,0.862213487
2000000,2000,1200,1600,2033663,9.241798923,16269304,8.134652,0.880202228
2000000,2000,1200,1600,2165827,9.814854874,17326616,8.663308,0.882673062
2000000,2000,903,1600,1593233,7.417868859,12745864,6.372932,0.859132471
2000000,2000,1200,1600,1956028,8.94938945,15648224,7.824112,0.874262098
2000000,2000,1068,1600,1828266,8.399333858,14626128,7.313064,0.870671904
2000000,2000,1065,1600,2746640,12.25883794,21973120,10.98656,0.896215453
2000000,2000,1600,1200,3214460,14.22092623,25715680,12.85784,0.904149265
2000000,2000,1200,1600,1847500,8.505853407,14780000,7.39,0.868813468
2000000,2000,1095,1600,2296687,10.04050793,18373496,9.186748,0.914968452
2000000,2000,1600,1550,2974053,13.19877434,23792424,11.896212,0.901311871
2000000,2000,1600,1070,2053451,9.311751618,16427608,8.213804,0.882090109
2000000,2000,1143,1600,1993508,9.113394635,15948064,7.974032,0.874979337
2000000,2000,1200,1600,1926564,8.800369057,15412512,7.706256,0.875674185
2000000,2000,1200,1600,2821410,12.54529044,22571280,11.28564,0.899591767
2000000,2000,1050,1600,2215286,9.946888572,17722288,8.861144,0.890845809
2000000,2000,1180,1600,1885600,8.560216433,15084800,7.5424,0.881099217
2000000,2000,1600,1280,2582799,11.59365227,20662392,10.331196,0.891107975
2000000,2000,1600,1068,2111250,9.611828034,16890000,8.445,0.878604982
2000000,2000,938,1250,1162591,5.607798103,9300728,4.650364,0.829267373
2000000,2000,1600,1070,1426464,6.713844465,11411712,5.705856,0.849864192
2000000,2000,938,1250,1352544,6.422815023,10820352,5.410176,0.842337196
2000000,2000,1065,1600,1469480,6.901756627,11755840,5.87792,0.851655646
2000000,2000,1210,1600,2071394,9.352168459,16571152,8.285576,0.88595239
2000000,2000,938,1250,1282401,6.118441753,10259208,5.129604,0.838384054
2000000,2000,1600,1065,2676486,11.98287146,21411888,10.705944,0.893437273
2000000,2000,1200,1600,2402644,10.85329099,19221152,9.610576,0.885498786
2000000,2000,1200,1600,2092639,9.437537472,16741112,8.370556,0.886942809
2000000,2000,1200,1600,1766842,8.119532673,14134736,7.067368,0.870415612
2000000,2000,465,1600,1092545,5.848702283,8740360,4.37018,0.74720507
2000000,2000,1250,1228,1653536,7.617272407,13228288,6.614144,0.868308713
2000000,2000,1250,938,1413641,6.608373346,11309128,5.654564,0.855666547
2000000,2000,898,1600,1901959,8.67187877,15215672,7.607836,0.877299626
2000000,2000,1600,1068,1915446,8.760101944,15323568,7.661784,0.874622698
2000000,2000,1600,1068,2144622,9.711073786,17156976,8.578488,0.883371725
2000000,2000,1020,1600,2503272,11.27136336,20026176,10.013088,0.888365292
2000000,2000,808,1600,2414769,11.04444869,19318152,9.659076,0.874563889
2000000,2000,1600,1200,2127391,9.702878161,17019128,8.509564,0.877014414
2000000,2000,1600,1390,2388074,10.8087223,19104592,9.552296,0.883758111
2000000,2000,1068,1600,1378276,6.505428653,11026208,5.513104,0.847462065
2000000,2000,1600,1200,3020157,13.63422923,24161256,12.080628,0.886051408
2000000,2000,480,640,465161,2.741424267,3721288,1.860644,0.678714354
2000000,2000,480,640,441589,2.661524701,3532712,1.766356,0.6636632
2000000,2000,383,640,383725,2.366283934,3069800,1.5349,0.648654195
2000000,2000,333,500,374013,2.349387307,2992104,1.496052,0.636783895
2000000,2000,279,640,370409,2.319860341,2963272,1.481636,0.638674654
2000000,2000,420,640,415601,2.485152798,3324808,1.662404,0.668934321
2000000,2000,375,500,349774,2.237010201,2798192,1.399096,0.625431211
2000000,2000,375,500,221663,1.686955023,1773304,0.886652,0.525593147
2000000,2000,375,500,299013,1.997976285,2392104,1.196052,0.59863173
2000000,2000,375,500,310825,2.109176365,2486600,1.2433,0.589471806
2000000,2000,429,640,238233,1.837071314,1905864,0.952932,0.518723466
2000000,2000,639,960,991079,4.906386706,7928632,3.964316,0.807990939
2000000,2000,642,960,872558,4.398999476,6980464,3.490232,0.793414962
2000000,2000,726,960,796277,4.112913575,6370216,3.185108,0.774416467
2000000,2000,720,960,1151338,5.556443178,9210704,4.605352,0.828830936
2000000,2000,720,960,1111809,5.48830964,8894472,4.447236,0.810310695
2000000,2000,639,960,1202040,5.764871171,9616320,4.80816,0.834044657
2000000,2000,639,960,922497,4.579467119,7379976,3.689988,0.805767987
2000000,2000,845,960,840644,4.317995361,6725152,3.362576,0.778735436
2000000,2000,918,918,939716,4.637639979,7517728,3.758864,0.810512247
2000000,2000,720,960,826374,4.265329411,6610992,3.305496,0.774968515
2000000,2000,720,960,976410,4.833427088,7811280,3.90564,0.808047774
2000000,2000,960,719,1226595,5.897028509,9812760,4.90638,0.832008866
2000000,2000,642,960,804148,4.125502189,6433184,3.216592,0.779684958
2000000,2000,960,765,906843,4.585551926,7254744,3.627372,0.791043708
2000000,2000,960,960,955547,4.786342405,7644376,3.822188,0.798561339
2000000,2000,686,960,896736,4.505301534,7173888,3.586944,0.796160695
2000000,2000,548,822,1017275,5.028401392,8138200,4.0691,0.809223386
2000000,2000,576,720,689807,3.549281743,5518456,2.759228,0.777404613
2000000,2000,536,559,497496,2.763706512,3979968,1.989984,0.720041723
2000000,2000,387,462,339513,2.239996296,2716104,1.358052,0.606274217
2000000,2000,351,309,135021,1.352280536,1080168,0.540084,0.399387542
2000000,2000,366,770,721296,3.670322375,5770368,2.885184,0.786084628
2000000,2000,480,640,821168,4.212725823,6569344,3.284672,0.779702297
2000000,2000,480,640,766240,3.946945542,6129920,3.06496,0.776539724
2000000,2000,480,640,633322,3.418469738,5066576,2.533288,0.741059069
2000000,2000,960,1280,2188564,9.942856145,17508512,8.754256,0.88045687
2000000,2000,960,1280,2559360,11.54946699,20474880,10.23744,0.886399347
2000000,2000,960,1280,2533995,11.34178264,20271960,10.13598,0.89368491
2000000,2000,960,1280,2706112,12.07501792,21648896,10.824448,0.896433287
2000000,2000,960,1280,2519906,11.23987005,20159248,10.079624,0.896774069
2000000,2000,960,1280,3442989,15.13233225,27543912,13.771956,0.910101349
2000000,2000,960,1280,3118173,13.76584372,24945384,12.472692,0.906060846
2000000,2000,877,1240,2470642,11.10492247,19765136,9.882568,0.889926789
3000000,3000,576,768,1046140,3.610699406,8369120,2.789706667,0.772622241
3000000,3000,576,768,1046484,3.638285391,8371872,2.790624,0.767016245
3000000,3000,576,768,1052068,3.621825134,8416544,2.805514667,0.774613506
3000000,3000,800,1200,2485823,7.644865782,19886584,6.628861333,0.867099766
3000000,3000,619,1100,1629932,5.303221418,13039456,4.346485333,0.819593411
3000000,3000,400,620,558718,2.229542253,4469744,1.489914667,0.668260341
3000000,3000,533,800,861161,3.102470174,6889288,2.296429333,0.740193847
3000000,3000,898,1600,1517519,4.915369824,12140152,4.046717333,0.823278304
3000000,3000,1600,1200,2331418,7.199378446,18651344,6.217114667,0.863562697
3000000,3000,1500,1295,1710539,5.495129208,13684312,4.561437333,0.830087367
3000000,3000,1530,1530,2884168,8.722905908,23073344,7.691114667,0.881714734
3000000,3000,1530,1530,2249694,6.97266267,17997552,5.999184,0.860386381
3000000,3000,1073,1600,1688157,5.425370035,13505256,4.501752,0.82975944
3000000,3000,1600,1600,1245145,4.183481431,9961160,3.320386667,0.79368983
3000000,3000,1298,1600,2782693,8.46592032,22261544,7.420514667,0.876516006
3000000,3000,1595,1600,1554899,4.974721788,12439192,4.146397333,0.833493311
3000000,3000,1200,1600,2033663,6.413223875,16269304,5.423101333,0.845612353
3000000,3000,1200,1600,2165827,6.741285133,17326616,5.775538667,0.85674149
3000000,3000,903,1600,1593233,5.166882725,12745864,4.248621333,0.822279421
3000000,3000,1200,1600,1956028,6.270825121,15648224,5.216074667,0.831800372
3000000,3000,1068,1600,1828266,5.779771257,14626128,4.875376,0.84352404
3000000,3000,1065,1600,2746640,8.349569904,21973120,7.324373333,0.877215643
3000000,3000,1600,1200,3214460,9.701763812,25715680,8.571893333,0.883539684
3000000,3000,1200,1600,1847500,5.792984161,14780000,4.926666667,0.85045402
3000000,3000,1095,1600,2296687,7.089877946,18373496,6.124498667,0.863836968
3000000,3000,1600,1550,2974053,8.974021079,23792424,7.930808,0.88375188
3000000,3000,1600,1070,2053451,6.518782313,16427608,5.475869333,0.840014142
3000000,3000,1143,1600,1993508,6.257343319,15948064,5.316021333,0.849565233
3000000,3000,1200,1600,1926564,6.082073675,15412512,5.137504,0.844696114
3000000,3000,1200,1600,2821410,8.575947159,22571280,7.52376,0.87730951
3000000,3000,1050,1600,2215286,6.904895982,17722288,5.907429333,0.855542118
3000000,3000,1180,1600,1885600,5.978500256,15084800,5.028266667,0.8410582
3000000,3000,1600,1280,2582799,7.894372018,20662392,6.887464,0.872452424
3000000,3000,1600,1068,2111250,6.64243543,16890000,5.63,0.847580689
3000000,3000,938,1250,1162591,3.97298642,9300728,3.100242667,0.780330547
3000000,3000,1600,1070,1426464,4.69153059,11411712,3.803904,0.810802344
3000000,3000,938,1250,1352544,4.495340032,10820352,3.606784,0.802338416
3000000,3000,1065,1600,1469480,4.765576801,11755840,3.918613333,0.822274721
3000000,3000,1210,1600,2071394,6.494058965,16571152,5.523717333,0.850580101
3000000,3000,938,1250,1282401,4.299652166,10259208,3.419736,0.795351779
3000000,3000,1600,1065,2676486,8.150003072,21411888,7.137296,0.87574151
3000000,3000,1200,1600,2402644,7.409688152,19221152,6.407050667,0.864685603
3000000,3000,1200,1600,2092639,6.542152824,16741112,5.580370667,0.852986902
3000000,3000,1200,1600,1766842,5.600612121,14134736,4.711578667,0.841261377
3000000,3000,465,1600,1092545,4.171814555,8740360,2.913453333,0.698365974
3000000,3000,1250,1228,1653536,5.264936475,13228288,4.409429333,0.837508554
3000000,3000,1250,938,1413641,4.602575463,11309128,3.769709333,0.81904346
3000000,3000,898,1600,1901959,6.015909989,15215672,5.071890667,0.843079547
3000000,3000,1600,1068,1915446,6.259019799,15323568,5.107856,0.816079221
3000000,3000,1600,1068,2144622,6.666190653,17156976,5.718992,0.857910057
3000000,3000,1020,1600,2503272,7.686899989,20026176,6.675392,0.868411454
3000000,3000,808,1600,2414769,7.497627775,19318152,6.439384,0.858856187
3000000,3000,1600,1200,2127391,6.617415493,17019128,5.673042667,0.857289779
3000000,3000,1600,1390,2388074,7.4362444,19104592,6.368197333,0.856372786
3000000,3000,1068,1600,1378276,4.527472461,11026208,3.675402667,0.811800115
3000000,3000,1600,1200,3020157,9.097268757,24161256,8.053752,0.885293401
3000000,3000,480,640,465161,2.009590387,3721288,1.240429333,0.61725481
3000000,3000,480,640,441589,1.91485924,3532712,1.177570667,0.61496461
3000000,3000,383,640,383725,1.762659621,3069800,1.023266667,0.580524257
3000000,3000,333,500,374013,1.795261041,2992104,0.997368,0.555555976
3000000,3000,279,640,370409,1.76394612,2963272,0.987757333,0.559970241
3000000,3000,420,640,415601,1.874111396,3324808,1.108269333,0.591357235
3000000,3000,375,500,349774,1.681494686,2798192,0.932730667,0.554703309
3000000,3000,375,500,221663,1.304630407,1773304,0.591101333,0.453079531
3000000,3000,375,500,299013,1.532493131,2392104,0.797368,0.520307715
3000000,3000,375,500,310825,1.702703297,2486600,0.828866667,0.486794539
3000000,3000,429,640,238233,1.342198631,1905864,0.635288,0.473318915
3000000,3000,639,960,991079,3.454419356,7928632,2.642877333,0.765071365
3000000,3000,642,960,872558,3.175828733,6980464,2.326821333,0.732665874
3000000,3000,726,960,796277,2.967123355,6370216,2.123405333,0.715644441
3000000,3000,720,960,1151338,4.028469115,9210704,3.070234667,0.762134344
3000000,3000,720,960,1111809,3.804087903,8894472,2.964824,0.779378415
3000000,3000,639,960,1202040,4.070124653,9616320,3.20544,0.787553275
3000000,3000,639,960,922497,3.231340076,7379976,2.459992,0.761291582
3000000,3000,845,960,840644,3.043957589,6725152,2.241717333,0.736448281
3000000,3000,918,918,939716,3.470774077,7517728,2.505909333,0.722003011
3000000,3000,720,960,826374,3.04396725,6610992,2.203664,0.723944714
3000000,3000,720,960,976410,3.385535969,7811280,2.60376,0.769083544
3000000,3000,960,719,1226595,4.04936816,9812760,3.27092,0.807760587
3000000,3000,642,960,804148,3.056242423,6433184,2.144394667,0.701644166
3000000,3000,960,765,906843,3.244830835,7254744,2.418248,0.745261656
3000000,3000,960,960,955547,3.356693374,7644376,2.548125333,0.759117694
3000000,3000,686,960,896736,3.258610003,7173888,2.391296,0.733839274
3000000,3000,548,822,1017275,3.523933805,8138200,2.712733333,0.76980258
3000000,3000,576,720,689807,2.767759147,5518456,1.839485333,0.66461178
3000000,3000,536,559,497496,2.095365145,3979968,1.326656,0.633138335
3000000,3000,387,462,339513,1.642336506,2716104,0.905368,0.551268267
3000000,3000,351,309,135021,1.083229704,1080168,0.360056,0.33239118
3000000,3000,366,770,721296,2.685430937,5770368,1.923456,0.716255992
3000000,3000,480,640,821168,2.992585538,6569344,2.189781333,0.731735586
3000000,3000,480,640,766240,2.809822243,6129920,2.043306667,0.727201399
3000000,3000,480,640,633322,2.4473816,5066576,1.688858667,0.690067567
3000000,3000,960,1280,2188564,6.784132999,17508512,5.836170667,0.860267726
3000000,3000,960,1280,2559360,7.825090247,20474880,6.82496,0.872189302
3000000,3000,960,1280,2533995,7.76245303,20271960,6.75732,0.87051348
3000000,3000,960,1280,2706112,8.229232437,21648896,7.216298667,0.876910298
3000000,3000,960,1280,2519906,7.689687738,20159248,6.719749333,0.873865047
3000000,3000,960,1280,3442989,10.28519844,27543912,9.181304,0.892671547
3000000,3000,960,1280,3118173,9.375024265,24945384,8.315128,0.886944691
3000000,3000,877,1240,2470642,7.606342769,19765136,6.588378667,0.866169047
